#<h1>275 - Patient Information</h1><br>
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status
ST,,1,no,yes,landmark,Transaction Set Header,2,2,-,M,F
ST,,1,no,no,e01,Transaction Set Identifier Code,3,3,-,M/Z,F
ST,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
ST,,1,no,no,e03,Implementation Convention Reference,1,35,-,O/Z,F
BGN,,1,no,yes,landmark,Beginning Segment,3,3,-,O,F
BGN,,1,no,no,e01,Transaction Set Purpose Code,2,2,-,M,F
BGN,,1,no,no,e02,Reference Identification,1,50,-,M/Z,F
BGN,,1,no,no,e03,Date,8,8,-,M/Z,F
BGN,,1,no,no,e04,Time,4,8,-,X/Z,F
BGN,,1,no,no,e05,Time Code,2,2,-,O/Z,F
BGN,,1,no,no,e06,Reference Identification,1,50,-,O/Z,F
BGN,,1,no,no,e07,Transaction Type Code,2,2,-,O,F
BGN,,1,no,no,e08,Action Code,1,2,-,O,F
BGN,,1,no,no,e09,Security Level Code,2,2,-,O,F
DTM,,3,no,yes,landmark,Date/Time Reference,3,3,-,O,F
DTM,,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTM,,1,no,no,e02,Date,8,8,-,X,F
DTM,,1,no,no,e03,Time,4,8,-,X,F
DTM,,1,no,no,e04,Time Code,2,2,-,O,F
DTM,,1,no,no,e05,Date Time Period Format Qualifier,2,3,-,X,F
DTM,,1,no,no,e06,Date Time Period,1,35,-,X,F
TRN,,5,no,yes,landmark,Trace,3,3,-,O,F
TRN,,1,no,no,e01,Trace Type Code,1,2,-,M,F
TRN,,1,no,no,e02,Reference Identification,1,50,-,M/Z,F
TRN,,1,no,no,e03,Originating Company Identifier,10,10,-,O/Z,F
TRN,,1,no,no,e04,Reference Identification,1,50,-,O/Z,F
NM1,,99999,yes,yes,landmark,Individual or Organizational Name,3,3,-,O,F
NM1,,1,no,no,e01,Entity Identifier Code,2,3,-,M,F
NM1,,1,no,no,e02,Entity Type Qualifier,1,1,-,M/Z,F
NM1,,1,no,no,e03,Name Last or Organization Name,1,60,-,X,F
NM1,,1,no,no,e04,Name First,1,35,-,O,F
NM1,,1,no,no,e05,Name Middle,1,25,-,O,F
NM1,,1,no,no,e06,Name Prefix,1,10,-,O,F
NM1,,1,no,no,e07,Name Suffix,1,10,-,O,F
NM1,,1,no,no,e08,Identification Code Qualifier,1,2,-,X,F
NM1,,1,no,no,e09,Identification Code,2,80,-,X,F
NM1,,1,no,no,e10,Entity Relationship Code,2,2,-,X,F
NM1,,1,no,no,e11,Entity Identifier Code,2,3,-,O,F
NM1,,1,no,no,e12,Name Last or Organization Name,1,60,-,O,F
IN1,NM1,1,no,yes,landmark,Individual Identification,3,3,-,O,F
IN1,NM1,1,no,no,e01,Entity Type Qualifier,1,1,-,M/Z,F
IN1,NM1,1,no,no,e02,Name Type Code,2,2,-,M/Z,F
IN1,NM1,1,no,no,e03,Entity Identifier Code,2,3,-,O/Z,F
IN1,NM1,1,no,no,e04,Reference Identification Qualifier,2,3,-,X,F
IN1,NM1,1,no,no,e05,Reference Identification,1,50,-,X,F
IN1,NM1,1,no,no,e06,Individual Relationship Code,2,2,-,O/Z,F
IN1,NM1,1,no,no,e07,Level of Individual, Test, or Course Code,2,2,-,O,F
DMG,NM1,3,no,yes,landmark,Demographic Information,3,3,-,O,F
DMG,NM1,1,no,no,e01,Date Time Period Format Qualifier,2,3,-,X,F
DMG,NM1,1,no,no,e02,Date Time Period,1,35,-,X/Z,F
