#<h1>278 - Health Care Services Review Information</h1><br>
#segment,parent,loopcount,isgroup,islandmark,field,desc,min,max,align,status
ST,,1,no,yes,landmark,Transaction Set Header,2,2,-,M,F
ST,,1,no,no,e01,Transaction Set Identifier Code,3,3,-,M/Z,F
ST,,1,no,no,e02,Transaction Set Control Number,4,9,-,M,F
ST,,1,no,no,e03,Implementation Convention Reference,1,35,-,O/Z,F
BHT,,1,no,yes,landmark,Beginning of Hierarchical Transaction,3,3,-,M,F
BHT,,1,no,no,e01,Hierarchical Structure Code,4,4,-,M,F
BHT,,1,no,no,e02,Transaction Set Purpose Code,2,2,-,M,F
BHT,,1,no,no,e03,Reference Identification,1,50,-,O/Z,F
BHT,,1,no,no,e04,Date,8,8,-,O/Z,F
BHT,,1,no,no,e05,Time,4,8,-,O/Z,F
BHT,,1,no,no,e06,Transaction Type Code,2,2,-,O,F
HL,,99999,yes,yes,landmark,Hierarchical Level,2,2,-,M,F
HL,,1,no,no,e01,Hierarchical ID Number,1,12,-,M,F
HL,,1,no,no,e02,Hierarchical Parent ID Number,1,12,-,O,F
HL,,1,no,no,e03,Hierarchical Level Code,1,2,-,M,F
HL,,1,no,no,e04,Hierarchical Child Code,1,1,-,O,F
TRN,HL,9,no,yes,landmark,Trace,3,3,-,O,F
TRN,HL,1,no,no,e01,Trace Type Code,1,2,-,M,F
TRN,HL,1,no,no,e02,Reference Identification,1,50,-,M/Z,F
TRN,HL,1,no,no,e03,Originating Company Identifier,10,10,-,O/Z,F
TRN,HL,1,no,no,e04,Reference Identification,1,50,-,O/Z,F
AAA,HL,9,no,yes,landmark,Request Validation,3,3,-,O,F
AAA,HL,1,no,no,e01,Yes/No Condition or Response Code,1,1,-,M/Z,F
AAA,HL,1,no,no,e02,Agency Qualifier Code,2,2,-,O,F
AAA,HL,1,no,no,e03,Reject Reason Code,2,2,-,O,F
AAA,HL,1,no,no,e04,Follow-up Action Code,1,1,-,O,F
UM,HL,1,no,yes,landmark,Health Care Services Review Information,2,2,-,O,F
UM,HL,1,no,no,e01,Request Category Code,1,2,-,M,F
UM,HL,1,no,no,e02,Certification Type Code,1,1,-,O,F
UM,HL,1,no,no,e03,Service Type Code,1,2,-,O,F
UM,HL,1,no,no,e06,Level of Service Code,1,3,-,O,F
UM,HL,1,no,no,e07,Current Health Condition Code,1,1,-,O,F
UM,HL,1,no,no,e08,Prognosis Code,1,1,-,O,F
UM,HL,1,no,no,e09,Release of Information Code,1,1,-,O,F
UM,HL,1,no,no,e10,Delay Reason Code,1,2,-,O,F
HCR,HL,1,no,yes,landmark,Health Care Services Review,3,3,-,O,F
HCR,HL,1,no,no,e01,Action Code,1,2,-,M,F
HCR,HL,1,no,no,e02,Reference Identification,1,50,-,O/Z,F
HCR,HL,1,no,no,e03,Industry Code,1,30,-,O/Z,F
HCR,HL,1,no,no,e04,Yes/No Condition or Response Code,1,1,-,O/Z,F
REF,HL,9,no,yes,landmark,Reference Information,3,3,-,O,F
REF,HL,1,no,no,e01,Reference Identification Qualifier,2,3,-,M,F
REF,HL,1,no,no,e02,Reference Identification,1,50,-,X,F
REF,HL,1,no,no,e03,Description,1,80,-,X,F
DTP,HL,9,no,yes,landmark,Date or Time or Period,3,3,-,O,F
DTP,HL,1,no,no,e01,Date/Time Qualifier,3,3,-,M,F
DTP,HL,1,no,no,e02,Date Time Period Format Qualifier,2,3,-,M/Z,F
DTP,HL,1,no,no,e03,Date Time Period,1,35,-,M,F
