10000000,COMPTE BANQUE DE TRÉSORERIE GÉNÉRALE,A,USD,0
13000000,GAIN OU PERTE RÉELS EN MONNAIE ÉTRANGÈRE,A,USD,0
19010000,INVENTAIRE,A,USD,0
19050000,VARIATION DE MATÉRIAU,A,USD,0
20000000,A/R,A,USD,0
20001000,ESPÈCES NON APPLIQUÉES,A,USD,0
30000000,COMMERCE AP,L,USD,0
32000000,ANNULER LES REÇUS,L,USD,0
34000000,AP TAXE DE VENTE Autre,L,USD,0
34001000,AP TAXE DE VENTE Fédéral,L,USD,0
34002000,AP TAXE DE VENTE État,L,USD,0
34003000,AP TAXE DE VENTE Locale,L,USD,0
35000000,RETENUE À PAYER,L,USD,0
40000000,DES BÉNÉFICES NON RÉPARTIS,O,USD,0
50000000,REVENU DES VENTES,I,USD,1
50001000,LE REVENU D'INTÉRÊTS,I,USD,1
50002000,DES DONS,I,USD,1
50003000,AUTRE REVENU,I,USD,1
50004000,RETOURS ET ALLOCATIONS,I,USD,0
50005000,RABAIS DE VENTE,I,USD,0
55000000,REVENU DES VENTES D'ACTIFS,I,USD,0
62000000,MATÉRIAU DE COGS,E,USD,0
62001000,FARDEAU DES COGS,E,USD,0
62002000,COGS TRAVAIL,E,USD,0
62003000,ROUES AERIENNES,E,USD,0
62005000,SERVICE COGS,E,USD,0
65000000,AJUSTEMENTS D'INVENTAIRE,E,USD,0
70001000,DÉPENSES SALARIÉES,E,USD,0
70002000,DÉPENSES DE MAIN-D'UVRE DIRECTES,E,USD,0
70003000,CHARGE FISCALE SALARIALE,E,USD,0
90000000,DÉPENSE GÉNÉRIQUE,E,USD,1
