10000000,CASH-GENERAL BANK ACCT,A,USD,0
10001000,CASH-PETTY ACCT,A,USD,0
13000000,FOREIGN CURRENCY REAL GAIN/LOSS,A,USD,0
14000000,PREPAID -EXPENSE GENERAL,A,USD,0
14001000,PREPAID -INSURANCE,A,USD,0
14002000,PREPAID -RENT,A,USD,0
14003000,PREPAID -REAL ESTATE TAXES,A,USD,0
14004000,PREPAID -VEHICLE TAXES,A,USD,0
14005000,PREPAID -INCOME TAXES,A,USD,0
15000000,PPE -OTHER MISC,A,USD,0
15001000,PPE -BUILDINGS,A,USD,0
15002000,PPE -MACHINERY & EQUIPMENT,A,USD,0
15003000,PPE -VEHICLES,A,USD,0
15004000,PPE -COMPUTER EQUIPMENT,A,USD,0
15005000,PPE -TOOLING,A,USD,0
16001000,ACCUM DEPR BUILDINGS,A,USD,0
16002000,ACCUM DEPR MACHINERY & EQUIPMENT,A,USD,0
16003000,ACCUM DEPR VEHICLES,A,USD,0
16004000,ACCUM DEPR COMPUTER EQUIPMENT,A,USD,0
16005000,ACCUM DEPR TOOLING,A,USD,0
17000000,NON-CURRENT RECEIVABLES,A,USD,0
17001000,ORGANIZATION COSTS,A,USD,0
17002000,PATENTS & LICENSES,A,USD,0
17003000,INTANGIBLE ASSETS -CAPITAL SW COSTS,A,USD,0
19010000,FG INVENTORY,A,USD,0
19020000,RAW INVENTORY,A,USD,0
19030000,WIP INVENTORY,A,USD,0
19040000,INVENTORY RESERVE OBSOLESCENCE,A,USD,0
20000000,A/R,A,USD,0
20001000,UNAPPLIED CASH,A,USD,0
30000000,AP TRADE,L,USD,0
30001000,AP ACCRUED ACCOUNTS PAYABLE,L,USD,0
30002000,AP RETAINAGE WITHHELD,L,USD,0
30003000,AP BANK NOTE PAYABLE,L,USD,0
34000000,AP SALES TAX Other,L,USD,0
34001000,AP SALES TAX Federal,L,USD,0
34002000,AP SALES TAX State,L,USD,0
34003000,AP SALES TAX Local,L,USD,0
35000000,ACCRUED -PAYROLL,L,USD,0
35001000,ACCRUED -COMMISSIONS,L,USD,0
35002000,ACCRUED -FICA,L,USD,0
35003000,ACCRUED -UNEMPLOYMENT TAXES,L,USD,0
35004000,ACCRUED -WORKMEN COMP,L,USD,0
35005000,ACCRUED -401K COMPANY MATCH,L,USD,0
35005100,ACCRUED -401K EMPLOYEE CONTRIB,L,USD,0
35006000,ACCRUED -MEDICAL,L,USD,0
36000000,ACCRUED -RENT,L,USD,0
36001000,ACCRUED -INTEREST,L,USD,0
36002000,ACCRUED -WARRANTY EXPENSE,L,USD,0
37000000,ACCRUED -FEDERAL INCOME TAXES,L,USD,0
37001000,ACCRUED -STATE INCOME TAXES,L,USD,0
37002000,ACCRUED -FRANCHISE TAXES,L,USD,0
37003000,ACCRUED -PROPERTY TAXES,L,USD,0
37004000,ACCRUED -VEHICLE TAXES,L,USD,0
38000000,LTD -MORTGAGES PAYABLE,L,USD,0
40000000,RETAINED EARNINGS,O,USD,0
50000000,GENERIC SALES INCOME,I,USD,0
50001000,INTEREST INCOME,I,USD,0
50002000,OTHER INCOME,I,USD,0
50003000,RETURNS AND ALLOWANCES,I,USD,0
50004000,SALES DISCOUNTS,I,USD,0
55000000,ASSET SALES INCOME,I,USD,0
62001000,COGS BURDEN,E,USD,0
62002000,COGS LABOR,E,USD,0
62003000,COGS OVERHEAD,E,USD,0
62004000,COGS MATERIAL,E,USD,0
62005000,COGS SERVICE,E,USD,0
65000000,INVENTORY ADJUSTMENTS,E,USD,0
66000000,PURCHASE RETURNS AND ALLOW,E,USD,0
67000000,RESERVED,E,USD,0
70000000,PURCHASES,E,USD,1
70010000,PO PRICEVAR,E,USD,0
70020000,AP USAGE,E,USD,0
70030000,AP RATE VAR,E,USD,0
70040000,MTL USAGE VAR,E,USD,0
70050000,MTL RATE VAR,E,USD,0
70060000,MIXED VAR,E,USD,0
70070000,COST OF PRODUCT,E,USD,0
76001000,LABOR USAGE VARIANCE,E,USD,0
76002000,LABOR RATE VARIANCE,E,USD,0
77001000,BURDEN USAGE VARIANCE,E,USD,0
77002000,BURDEN RATE VARIANCE,E,USD,0
77003000,OUTSIDE/SERVICE USAGE VAR,E,USD,0
77004000,OUTSIDE/SERVICE RATE VAR,E,USD,0
79001000,DIRECT LABOR ABSORBED,E,USD,0
79002000,DIRECT BURDEN ABSORBED,E,USD,0
80000000,EXPENSE - BANK CHARGES,E,USD,0
80001000,EXPENSE - AMORTIZATION,E,USD,0
80002000,EXPENSE - AUTO,E,USD,0
80003000,EXPENSE - ADVERTISING,E,USD,0
80004000,EXPENSE - FREIGHT,E,USD,1
80005000,EXPENSE - RENT,E,USD,0
80006000,EXPENSE - MAINTENANCE,E,USD,0
80007000,EXPENSE - LICENSES,E,USD,0
80008000,EXPENSE - DEPRECIATION,E,USD,0
80009000,EXPENSE - COMMISION,E,USD,0
80001100,EXPENSE - OFFICE,E,USD,0
80001200,EXPENSE - FEES,E,USD,1
82000000,EXPENSE - SALARIES,E,USD,1
83000000,EXPENSE - PAYROLL TAXES,E,USD,0
84001000,EXPENSE - INSURANCE AUTO,E,USD,0
84002000,EXPENSE - INSURANCE MEDICAL,E,USD,0
93010000,EXPENSE - ELECTRIC,E,USD,1
93020000,EXPENSE - PHONE,E,USD,1
93030000,EXPENSE - WATER,E,USD,1
93040000,EXPENSE - WASTE,E,USD,1
93050000,EXPENSE - OTHER,E,USD,1
94000000,SCRAP,E,USD,0
95000000,GAIN/LOSS on Sale of ASSETS,E,USD,0
99999999,SYSTEM DEF ACCT,E,USD,0
