admin;CustomerMenu
admin;MenuCustMstr
admin;MenuCustReport1
admin;CustXrefMaint
admin;MenuCustXrefRptA
admin;CustPriceMstr
admin;CustPriceReport
admin;MenuCarrierMaint
admin;CarrierBrowse
admin;MenuFreightMaint
admin;FreightBrowse
admin;MenuTermsMaint
admin;TermsBrowse
admin;CustomerReports
admin;piechart_salesbycust
admin;piechart_custAR
admin;VendorMenu
admin;VendMstrMaint
admin;VendMstrBrowse
admin;VendXrefMaint
admin;VendXrefRpt1
admin;VendPriceMstr
admin;VendPriceRpt1
admin;EDIMenu
admin;MenuEDILog
admin;EDITransactionLog
admin;EDITPMaint
admin;EDITPMstrBrowse
admin;EDITPDocMaint
admin;MenuEDITPBrowse
admin;CustEDIMaint
admin;CustEDIBrowse
admin;MenuEDILoad
admin;EDIControl
admin;LabelMenu
admin;LabelsContGeneric
admin;MenuAddrLabel
admin;LabelBrowse
admin;LabelFileMaint
admin;LabelFileBrowse
admin;POMaintMenu
admin;POBrowse
admin;ReceiverMaintMenu
admin;RecvBrowse
admin;RecvByPOBrowse
admin;RequisitionMenu
admin;MenuReqMaint
admin;MenuAllReqBrowse
admin;MenuPendReqRpt1
admin;ApprovedReqBrowse
admin;ReqPendingApproval
admin;ReqByUserRpt
admin;ReqChartsMenu
admin;ReqAmtByDeptChart
admin;ReqFreqByUserChart
admin;ReqAmtByAcctChart
admin;MenuOrderMaint
admin;MenuOrderBrowse
admin;OrdLineBrowse
admin;MenuSchedOrdBrowse
admin;MenuFileOrderLoad
admin;DiscreteOrderPerWeekUnits
admin;DiscreteOrderPerWeekDollars
admin;MenuShipMaint
admin;MenuShipConfirm
admin;ShipUnconfirm
admin;ShipperInvoiceBrowse
admin;MenuShipConfirm
admin;ShipReports
admin;OrderReports
admin;ScrapReports
admin;ShipPerWeekDollarsChart
admin;ShipperControl
admin;LedgerSetupMenu
admin;MenuAcctMstr
admin;MenuAcctBrowse
admin;MenuDeptMaint
admin;MenuDeptBrowse
admin;GLCalMaint
admin;MenuCalendarBrowse
admin;MenuBankMaint
admin;MenuBankBrowse
admin;GLControl
admin;GLIncStmtDef
admin;LedgerReportsMenu
admin;GLAcctBalSummaryByPeriod
admin;GLAcctBalSummaryByYear
admin;AcctBalSumYTD
admin;MenuUnPostedTransRpt
admin;GLTranRpt1
admin;LedgerBalanceExport
admin;IncomeStatement1
admin;IncomeStatementYear
admin;MenuPostGLTrans
admin;GLTranMaint
admin;ARMenu
admin;CashTransactionMenu
admin;ARPaymentMaint
admin;ARPaymentBrowse
admin;ARUnAppMaint
admin;ARMemoMaint
admin;ARAgingView
admin;BrowseUtil
admin;APAgingView
admin;VoucherBrowse
admin;ARAging
admin;ARTranRpt1
admin;ARControl
admin;APControl
admin;APMenu
admin;VouchMaintPanel
admin;MenuPaymentMaint
admin;ExpenseMaint
admin;MenuProdCodeMaint
admin;MenuProdCodeBrowse
admin;MenuLocationMaint
admin;MenuLocationBrowse
admin;ItemMenu
admin;MenuItemMastMaint
admin;ItemMastSearchMenu
admin;MenuCostRoll
admin;CostReports
admin;RoutingMenu
admin;MenuWorkCellMaint
admin;MenuWorkCellBrowse
admin;MenuRoutingMaint
admin;MenuRoutingBrowse
admin;MenuItemRoutingRpt
admin;BOMMenu
admin;MenuBOMMaint
admin;MenuBOMTree
admin;WhereUsedUtility
admin;ProductionMenu
admin;ProdEntryMaint
admin;ProdEntryByPlan
admin;OEEEntry
admin;ProductionReports
admin;ProdRptDet
admin;ProdByWeekFGUnits
admin;ProdByWeekFGDollars
admin;ScrapMenu
admin;MenuScrapEntry
admin;MenuScrapRpt1
admin;ScrapChartQtyByCode
admin;ScrapChartQtyByPart
admin;ScrapChartQtyByDept
admin;ScrapChartDolByCode
admin;ScrapChartDolByPart
admin;ScrapChartDolByDept
admin;ScrapPerWeek
admin;InvAdjustmentsMenu
admin;MenuLocationTransfer
admin;MenuInventoryAdjustment
admin;InventoryReportsMenu
admin;TransBrowse
admin;ScheduleMenu
admin;MenuProdSchedMaint
admin;ProdSchedRpt1
admin;PlanMiscMaint
admin;ForecastMaint
admin;ForecastBrowse
admin;forecast13weeks
admin;FcstToPlan
admin;DemdToPlan
admin;MRPMenu
admin;ItemLevelCalculate
admin;MenuMRPBrowse
admin;noStdCostBrowse
admin;MenuQPRMaint
admin;MenuQPRBrowse
admin;EmployeeMaster
admin;EmpBrowse
admin;ShiftMaintenance
admin;ShiftBrowse
admin;HRTrainingMenu
admin;TrainingMstr
admin;MenuTrainingRpt1
admin;TimeClockMenu
admin;TimeClockEntry
admin;TCAdminMenu
admin;ClockApprovalMaint
admin;ClockAutoMaint
admin;TimeClockAdjust
admin;ClockCodeMaint
admin;ClockCodeBrowse
admin;ClockControl
admin;TCReportsMenu
admin;ClockDetailRpt
admin;ClockCode66Browse
admin;ClockChartByDept
admin;ClockChartByCode
admin;ClockChartByEmp
admin;ClockChartByWeek
admin;MenuDefaultMstr
admin;MenuSiteMstr
admin;MenuSiteBrowse
admin;MenuUserMaint
