CusRptGroup,Información de la dirección del cliente por ID,custAddrInfoByRange,0,L6
CusRptGroup,Teléfono del cliente Correo electrónico por ID,custPhoneEmailByRange,1,P4
CusRptGroup,Configuración de finanzas del cliente por ID,custFinanceInfoByRange,2,L8
CusRptGroup,Lista de Shipto del cliente por cust,custShipTosByRange,3,L8
CusRptGroup,Ventas totales del cliente por rango,custTotalSalesByRange,4,P5C
CusRptGroup,Artículo del cliente Xref por cust,custXrefByRange,5,L8
OrdRptGroup,Pedidos por rango de fecha de vencimiento,ordersDueDateByRange,0,L8C
OrdRptGroup,Pedidos por rango de fechas de pedido,ordersOrdDateByRange,1,L8C
OrdRptGroup,Pedidos por cliente / rango de fechas,ordersCustDateByRange,2,L8C
OrdRptGroup,Órdenes abiertas por Cust,ordersOpenByCust,3,L8C
OrdRptGroup,Detalle de órdenes abiertas por cliente,ordersOpenDetailByCust,4,L8
OrdRptGroup,Pedidos en espera por cliente,ordersOnHoldByCust,5,L8C
OrdRptGroup,Solicitar envíos por orden de compra,ordersShippedDetailByPO,6,L8
InvRptGroup,Información del artículo por rango de artículo,iteminfoByItemRange,0,L2
InvRptGroup,Información del artículo por rango de ProdLine,itemByProdLineRange,1,L2
InvRptGroup,Costos de artículo por rango de artículo,itemCostsRange,2,L8
InvRptGroup,Artículo Precio personalizado por artículo,itemCustPriceRange,3,L8
InvRptGroup,Inventario de artículos por artículo,itemInventoryRange,4,L7
InvRptGroup,Artículo QOH por artículo,itemQOHRange,5,L6
InvRptGroup,Asignaciones de pedidos por artículo,itemAllocatedToOrder,6,L7
InvRptGroup,Artículos por debajo del stock de seguridad,itemStockRange,7,L6
VenRptGroup,Maestro de proveedores por código de venta,vendAddrInfoByRange,0,L8
VenRptGroup,Información de contacto del proveedor por código,vendPhoneEmailByRange,1,L8
VenRptGroup,Información financiera del proveedor por código,vendFinanceInfoByRange,2,L8
VenRptGroup,Compras totales del proveedor por código / fecha,vendTotalPurchasesByRange,3,L8
PurRptGroup,PO por fecha de orden de compra,poByOrdDateRange,0,L8
PurRptGroup,OP por proveedor,poByVendRange,1,L8
PurRptGroup,PO por fecha de venta / orden de compra,poByVendOrdDateRange,2,L8
PurRptGroup,PO por PO Detalle por venta,poDetailByVendRange,3,L8
ARRptGroup,Entradas de RA por cliente,AREntriesByCust,0,L2
ARRptGroup,Envejecimiento de AR por cliente,ARAgingByCust,1,L7
ARRptGroup,Detalle de envejecimiento de AR por cliente,ARAgingDetailByCust,2,L2
ARRptGroup,Pagos AR por fecha del cliente,ARPaymentsByCustDate,3,L8
APRptGroup,Entradas AP por APNbr,apByNbrRange,0,L11
APRptGroup,Entradas de AP por proveedor,apByVendorRange,1,L11
APRptGroup,Informe de gastos por proveedor/fecha,expenseByVendorDate,2,L11
HRRptGroup,Informe de empleados por EmpNbr,employeeByEmpNbr,0,L8
ShpRptGroup,Remitentes por rango de fecha de envío,shippersByShipDateRange,0,L11
ShpRptGroup,Remitentes por rango de números,shippersByShipNbrRange,1,L11
ShpRptGroup,Remitentes por intervalo de fechas del cliente,shippersByCustDateRange,2,L11
ShpRptGroup,Detalle del remitente por fecha del cliente,shipperDetailByCustDateRange,3,L8
ShpRptGroup,Detalle del remitente por orden de compra,shipperDetailByPO,4,L8
SchRptGroup,Planificar pedidos por artículo,planOrdersByItem,0,L11
SchRptGroup,Planificar pedidos por pedido de cliente,planOrdersBySalesOrder,1,L11
