IDOCorders05.csv,SAP ORDERS IDOC,generic,850idoc,FF,0,,0
IDOCshpmnt02.csv,SAP SHIPMENT IDOC,generic,856idoc,FF,0,,0
IDOCinvoic02.csv,SAP INVOICE IDOC,generic,810idoc,FF,0,,0
X12856.csv,X12 Advance Shipping Notice,generic,856x12,X12,0,,0
X12850.csv,X12 Purchase Order,generic,850x12,X12,0,,0
X12855.csv,X12 Order Acknowledgment,generic,855x12,X12,0,,0
X12810.csv,X12 Invoice,generic,810x12,X12,0,,0
X12820.csv,X12 Payment Order/Remittance Advice,generic,820x12,X12,0,,0
X12824.csv,X12 Application Advice,generic,824x12,X12,0,,0
X12864.csv,X12 Text Message,generic,864x12,X12,0,,0
X12830.csv,X12 Planning Schedule,generic,830x12,X12,0,,0
X12862.csv,X12 Shipping Schedule,generic,862x12,X12,0,,0
X12204.csv,X12 Motor Carrier Load Tender,generic,204x12,X12,0,,0
X12214.csv,X12 Carrier Shipment Status,generic,214x12,X12,0,,0
X12990.csv,X12 Response to Load Tender,generic,990x12,X12,0,,0
X12812.csv,X12 Credit / Debit Adjustment,generic,812x12,X12,0,,0
X12940.csv,X12 Warehouse Shipping Order,generic,940x12,X12,0,,0
X12943.csv,X12 Warehouse Stock Transfer Shipment Advice,generic,943x12,X12,0,,0
X12944.csv,X12 Warehouse Stock Transfer Receipt Advice,generic,944x12,X12,0,,0
X12945.csv,X12 Warehouse Shipping Advice,generic,945x12,X12,0,,0
X12997.csv,X12 Functional Acknowledgment,generic,997x12,X12,0,,0
X12270.csv,X12 Eligibility Coverage or Benefit Inquiry,generic,270x12,X12,0,,0
X12271.csv,X12 Eligibility Coverage or Benefit Information,generic,271x12,X12,0,,0
X12834.csv,X12 Benefit Enrollment and Maintenance,generic,834x12,X12,0,,0
X12835.csv,X12 Health Care Claim Payment/Advice,generic,835x12,X12,0,,0
X12837.csv,X12 Health Care Claim,generic,837x12,X12,0,,0
DB,System Database I/O,generic,DB,DB,0,,0
CSVGenericOrder,Comma Delimited Order,generic,850csv,CSV,44,,0
CSVGenericInvoice,Comma Delimited Invoice,generic,810csv,CSV,44,,0
CSVD365Order,Comma Delimited Order,generic,850csv,CSV,44,,0
XMLGenericOrder.csv,XML Generic Order,generic,850xml,XML,0,,0
cXMLOrder.csv,cXML Business Order,generic,850xml,XML,0,,0
JSONGenericOrder.csv,JSON Generic Order,generic,850json,JSON,0,,0
UNEorders.csv,EDIFACT Purchase Order,generic,850une,UNE,0,,0
UNEdesadv.csv,EDIFACT Shipping Advice,generic,856une,UNE,0,,0
UNEinvoic.csv,EDIFACT Invoice,generic,810une,UNE,0,,0
UNEordrsp.csv,EDIFACT Order Response,generic,855une,UNE,0,,0
XMLD365OrderV2,D365 Sales Order Entity V2 import,generic,850xml,XML,0,,1
