JSONGenericOrder.csv,order,,1,0,1,landmark,landmark,5,5,-,M,F
JSONGenericOrder.csv,order,,1,0,0,orderid,Order Number,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,site,Site Code,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,orderdate,Order Date,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,duedate,Due Date,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,remarks,Remarks,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,reference,Reference,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,doctype,Document Type,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,ordertype,Order Type,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,senderid,Sender ID,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,receiverid,Receiver ID,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,currency,Currency,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,shipvia,Ship Via,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,transportmethod,Method Of Transport,1,40,-,O,F
JSONGenericOrder.csv,order,,1,0,0,status,Status,1,40,-,O,F
JSONGenericOrder.csv,addresses,order,5,1,1,landmark,landmark,9,9,-,M,F
JSONGenericOrder.csv,address,addresses,5,1,1,landmark,landmark,9,9,-,M,F
JSONGenericOrder.csv,address,addresses,1,0,0,type,Type,1,40,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,addrid,Address No,1,40,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,name,Name,1,40,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,line1,Line 1 Addr,1,70,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,line2,Line 2 Addr,1,70,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,line3,Line 3 Addr,1,70,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,city,City,1,40,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,state,State,1,40,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,zip,Postal Code,1,40,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,country,Country,1,3,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,phone,Phone,1,30,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,email,Email,1,60,-,O,F
JSONGenericOrder.csv,address,addresses,1,0,0,url,URL,1,60,-,O,F
JSONGenericOrder.csv,items,order,100,1,1,landmark,landmark,9,9,-,M,F
JSONGenericOrder.csv,item,items,100,1,1,landmark,landmark,9,9,-,M,F
JSONGenericOrder.csv,item,items,1,0,0,itemnumber,Item Number,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,line,Line Number,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,uom,Unit of Measure,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,description,Description,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,skunumber,Sku Number,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,upcnumber,UPC Number,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,orderquantity,Quantity Ordered,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,shippedquantity,Quantity Shipped,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,status,Status,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,listprice,List Price,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,netprice,Net Price,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,discount,Discount Percent,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,location,Location,1,40,-,O,F
JSONGenericOrder.csv,item,items,1,0,0,warehouse,Warehouse,1,40,-,O,F
XMLGenericOrder.csv,order,,1,0,1,landmark,landmark,10,10,-,M,N
XMLGenericOrder.csv,header,order,1,0,1,landmark,landmark,6,6,-,M,N
XMLGenericOrder.csv,header,order,1,0,0,type,type,1,40,-,O,A
XMLGenericOrder.csv,header,order,1,0,0,purchaseordernumber,Purchase Order Number,1,40,-,O,F
XMLGenericOrder.csv,header,order,1,0,0,orderdate,Order Date,1,40,-,O,F
XMLGenericOrder.csv,header,order,1,0,0,duedate,Due Date,1,40,-,O,F
XMLGenericOrder.csv,header,order,1,0,0,custnumber,Customer Number,1,40,-,O,F
XMLGenericOrder.csv,header,order,1,0,0,doctype,Document Type,1,40,-,O,F
XMLGenericOrder.csv,header,order,1,0,0,senderid,Sender Identification Number,1,40,-,M,F
XMLGenericOrder.csv,header,order,1,0,0,receiverid,Receiver Identification Number,1,40,-,M,F
XMLGenericOrder.csv,header,order,1,0,0,shipmentmethod,Shipment Method,1,40,-,O,F
XMLGenericOrder.csv,address,order,5,1,1,landmark,landmark,9,9,-,M,N
XMLGenericOrder.csv,address,order,1,0,0,type,type,1,40,-,O,A
XMLGenericOrder.csv,address,order,1,0,0,addressname,Name,1,40,-,O,F
XMLGenericOrder.csv,address,order,1,0,0,addressline1,Line 1 Addr,1,70,-,O,F
XMLGenericOrder.csv,address,order,1,0,0,addressline2,Line 2 Addr,1,70,-,O,F
XMLGenericOrder.csv,address,order,1,0,0,addresscity,City,1,40,-,O,F
XMLGenericOrder.csv,address,order,1,0,0,addressstate,State,1,40,-,O,F
XMLGenericOrder.csv,address,order,1,0,0,addresszip,Postal / Zip Code,1,40,-,O,F
XMLGenericOrder.csv,address,order,1,0,0,addresscountry,Country,1,3,-,O,F
XMLGenericOrder.csv,detail,order,1,1,1,landmark,landmark,9,9,-,M,N
XMLGenericOrder.csv,item,order:detail,100,1,1,landmark,landmark,9,9,-,M,N
XMLGenericOrder.csv,item,order:detail,1,0,0,line,Line Number,1,40,-,O,F
XMLGenericOrder.csv,item,order:detail,1,0,0,itemnumber,Item Number,1,40,-,O,F
XMLGenericOrder.csv,item,order:detail,1,0,0,uom,Unit of Measure,1,40,-,O,F
XMLGenericOrder.csv,item,order:detail,1,0,0,description,Description,1,40,-,O,F
XMLGenericOrder.csv,item,order:detail,1,0,0,quantity,Quantity Ordered,1,40,-,O,F
XMLGenericOrder.csv,item,order:detail,1,0,0,listprice,List Price,1,40,-,O,F
